Payer ID,Payer Name,Institutional Claims,Professional Claims,Dental Claims,ERA,Eligibility,Attachments,Workers Comp,Secondary Support,Payer Type,Payer State
J2242,Athens - Episcopal Senior Communities,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2111,Athens - Fairmont Hotel,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2112,Athens - FASIS,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2250,Athens - Gar Laboratories Inc,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2113,Athens - Golden Gate Bridge Highway & Transportation,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2114,"Athens - Goodwill Industries (San Francisco, San Mateo, Marin Counties)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2335,Athens - H&S Venture,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2256,Athens - Hiig-Ca Imperium,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2115,Athens - Household Industries Self Insured Group,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2247,Athens - Imperium Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2116,Athens - Kings Seafood Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2117,Athens - KPC Healthcare,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2118,Athens - Long Beach Public Transportation Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2119,Athens - McKesson Corporation,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2251,Athens - NAHCI And Clients,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2120,Athens - Orora North American,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2253,Athens - Palomar Health,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2121,Athens - Placentia-Yorba Linda Unified School Disctrict,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2122,Athens - Presbyterian Intercommunity Hospital PIH,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2124,Athens - San Francisco Unified School Disctrict,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2126,Athens - Sony Corporation of America,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2127,"Athens - Sunsweet Growers, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2128,Athens - Temecula Valley Unified School District,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2129,Athens - The Conco Companies - ARCH WC,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2131,"Athens - The Permanente Medical Group, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2201,Athens - Ullico Casualty Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2132,Athens - Vintage Senior Living,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1914,Athens Administrators,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
22285,Atlantic Medical Insurance,yes,yes,no,enrollment,no,no,no,yes,commercial,
ATRIO,Atrio Health Plans,no,yes,no,enrollment,no,no,no,yes,commercial,OR
AUDIO,AUDIONET - NATIONAL ELEVATOR,no,yes,no,no,no,no,no,yes,commercial,
37242,Aultra Administrative Group,yes,yes,no,no,no,no,no,no,commercial,
J1682,Austin Mutual Ins,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
CMSEB,Austin Regional Clinic Employee Benefit Plan,yes,enrollment,no,no,no,no,no,no,commercial,
ERA08,AUTO OWNERS,no,no,no,enrollment,no,no,no,,,
J1556,Auto-Owners Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1596,Auto-Owners Life Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1580,Auto-Owners \ Home-Owners Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1583,Auto-Owners \ Owners Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1699,Auto-Owners \ Property-Owners Insurance Co,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1688,Auto-Owners \ Southern-Owners Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
38259,Automated Benefit Services,yes,yes,no,enrollment,yes,no,no,yes,commercial,
J1861,Automobile Dealers Insurance Company Inc,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
AUX01,Auxiant,no,no,no,enrollment,no,no,no,no,commercial,
AVA03,Avalon Administrative Services,no,yes,no,no,no,no,no,,commercial,
AVA02,Avalon Healthcare Solutions - North Carolina,no,yes,no,no,no,no,no,,commercial,NC
AVA01,Avalon Healthcare Solutions - South Carolina,no,yes,no,no,no,no,no,yes,commercial,SC
AVA04,Avalon Healthcare Solutions - Vermont,no,yes,no,no,no,no,no,,commercial,VT
AH001,Avante Health,no,yes,no,no,no,no,no,,commercial,
46045,Avera Health Plans,yes,yes,no,no,no,no,no,yes,commercial,
87098,Avesis Third Party Administrator,no,enrollment,no,enrollment,no,no,no,yes,commercial,
J1415,Avizent,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
59274,AvMed Inc,yes,yes,no,enrollment,yes,no,no,yes,commercial,
AXM01,AXMINSTER,yes,yes,no,enrollment,no,no,no,yes,commercial,CA
J1018,Ayers Trucking,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
53589,AZ Blue Cross,yes,yes,no,enrollment,yes,no,no,yes,bcbs,AZ
AZMCD,AZ Medicaid,yes,yes,no,enrollment,yes,enrollment,no,yes,medicaid,AZ
3101,AZ Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,AZ
3102,AZ Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,AZ
ERA48,BABB Insurance,no,no,no,enrollment,no,no,no,,,
BKRFM,Bakersfield Family Medical Cente,yes,yes,no,no,no,no,no,yes,commercial,
BCTF1,Bakery and Confectionery Union and Industry International Health Benefits Fund,yes,yes,no,no,no,no,no,yes,commercial,
J2301,"Baldwin & Lyons, Inc. (Previous Name Protective Insurance Co)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
ERA04,BANKERS FIDELITY ASSURANCE COMPANY,no,no,no,enrollment,no,no,no,,,
61239,Bankers Fidelity Life Insurance Company,no,no,no,enrollment,no,no,no,,commercial,
36066,Bankers Life & Casualty,no,no,no,enrollment,no,no,no,,,
67895,Banner Health and Aetna Health Insurance Company,yes,yes,no,enrollment,yes,no,no,yes,commercial,
12X42,Banner Health Network,yes,yes,no,enrollment,yes,no,no,yes,commercial,
84324,Banner Medicare Advantage Plus PPO,yes,yes,no,no,yes,no,no,,commercial,MA
84323,Banner Medicare Advantage Prime HMO ,yes,yes,no,enrollment,yes,no,no,,commercial,MA
66901,Banner UFC ALTCS,yes,yes,no,enrollment,yes,no,no,yes,commercial,AZ
65026,Baptist Health South Florida,no,yes,no,no,no,no,no,no,commercial,
J2164,"Baptist Healthcare Systems, Inc (KY ONLY)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2334,Bardavon Health Innovations,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1503,Barnes (Bunch CareSolutions),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1686,Barrett Business Services Inc (BBSI),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1770,BART - San Francisco Bay Area Rapid Transit,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
84041,Basil Castrovinci Associates,yes,yes,no,no,no,no,no,yes,commercial,
ERA51,BASIS - Babb Absence and Safety Integrated Services,no,no,no,enrollment,no,no,no,,,
37248,Bass Administrators Inc,no,no,no,enrollment,no,no,no,no,commercial,
38238,"Bass Administrators, Inc.",yes,yes,no,no,no,no,no,no,commercial,
J1958,"Bass Pro Group, LLC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
6941,"Bay Bridge Administrators, LLC",yes,yes,no,no,no,no,no,no,commercial,
J1978,Bay District Schools (Fl),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
81079,BayCare Select Health Plans Inc,yes,yes,no,no,no,no,no,,commercial,
J1995,Bb&T Corporation (Branch Banking & Trust),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
5477C,BCBS - PA Central Highmark,enrollment,no,no,enrollment,no,no,no,,bcbs,PA
5477W,BCBS - PA Western Highmark,enrollment,no,no,enrollment,no,no,no,,bcbs,
66006,"BCBS Medicare Advantage (TX,IL,NM,OK,MT)",yes,yes,no,enrollment,yes,no,no,yes,bcbs,
726,BCBS MN - Blue Plus Medicaid,yes,yes,no,enrollment,yes,yes,no,yes,medicaid,
SX168,BCBS PA BlueCard - Point of Service POS - Highmark,no,enrollment,no,enrollment,yes,no,no,yes,bcbs,
SB965,BCBS US Virgin Islands ,enrollment,enrollment,no,enrollment,no,no,no,yes,bcbs,
49153,BCI Administrators Inc,yes,yes,no,no,no,no,no,no,commercial,
43324,Beacon Health Strategies,yes,yes,no,enrollment,yes,no,no,yes,commercial,
J1234,Beacon Mutual Insurance Company BMIC,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
65432,Beacon of Life (AcuteCare),yes,yes,no,no,no,no,no,,commercial,
J1030,Bealls Inc / Midwest Employers,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
45964,Beaver Medical Group,yes,yes,no,enrollment,no,no,no,,commercial,
J2167,Bed Bath & Beyond,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
63100,Behavioral Health Systems,yes,yes,no,no,yes,no,no,no,commercial,
J2168,"Belk, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
MPM10,"Bella Vista Medical Group, Inc",no,yes,no,no,no,no,no,,commercial,
99320,Benefit  Risk Management Services,yes,yes,no,enrollment,no,no,no,yes,commercial,
88055,Benefit Admin Services,no,enrollment,no,no,no,no,no,yes,commercial,
41205,BENEFIT ADMINISTRATION SERVICES,yes,yes,no,enrollment,no,no,no,no,commercial,
36149,Benefit Administrative Systems,yes,yes,no,enrollment,no,no,no,yes,commercial,
81140,Benefit Assistance Corporation,no,no,no,enrollment,no,no,no,,,
25145,Benefit Coordinators Corporation,yes,yes,no,enrollment,no,no,no,yes,commercial,
48611,Benefit Management Inc,yes,yes,no,enrollment,yes,no,no,yes,commercial,
ERA49,"Benefit Plan Administration of Wisconsin, Inc. ",no,no,no,enrollment,no,no,no,,commercial,
19753,Benefit Plan Administrators,yes,yes,no,enrollment,no,no,no,yes,commercial,
39081,"Benefit Plan Administrators Co. Eau Claire, WI",yes,yes,no,enrollment,no,no,no,yes,commercial,
37118,Benefit Plan Administrators Inc Roanoke VA,yes,yes,no,no,no,no,no,yes,commercial,
BPS77,Benefit Plan Services,yes,yes,no,enrollment,no,no,no,,commercial,
36342,Benefit Systems Services Inc BS,yes,yes,no,enrollment,no,no,no,yes,commercial,
BMX01,"Benemax, Inc.",no,no,no,enrollment,no,no,no,,,
76255,Benveo,yes,yes,no,no,no,no,no,,commercial,
J2203,Berkeley Unified School District,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2190,Berkley Agribusiness Risk Specialists,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1524,"Berkley Industrial Comp (previously American Mining Insurance Group, LLC)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2192,Berkley National Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1523,"Berkley Net Underwriters, LLC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2194,Berkley Regional Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1526,"Berkley Risk Administrators Company, LLC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2145,Berkley Southeast Insurance Group (BSIG),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
TP019,Berkley Specialty Underwriters,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1975,Berkshire Hathaway Direct Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
20044,Berkshire Hathaway Homestate Companies (BHHC),yes,yes,no,enrollment,no,yes,yes,,workerscomp,
23243,Berkshire Health Partners PPO Wyomissing PA IHS Gateway Payer,yes,yes,no,no,no,no,no,yes,commercial,WY
10956,Berkshire Intergroup,yes,yes,no,no,no,no,no,yes,commercial,
95606,Berkshire Lehigh Partners,yes,yes,no,no,no,no,no,yes,commercial,
J1031,Berwind Corporation,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
95604,Best Life Health Insurance Co,yes,yes,no,enrollment,no,no,no,no,commercial,
J2349,BI-Mart,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
BSHS1,Bienvivir Senior Health,no,yes,no,no,no,no,no,no,commercial,
J1738,Big 5 Corp,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2262,Big Spring ISD,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1691,Bituminous Fire and Marine,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1579,Bituminous Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
BV001,Block Vision,no,yes,no,enrollment,no,no,no,yes,commercial,
77078,Blue Cross Blue Shield of Arizona Advantage,yes,yes,no,enrollment,no,no,no,yes,commercial,AZ
MCDIL,Blue Cross Community Options,yes,yes,no,enrollment,yes,no,no,yes,bcbs,IL
32002,Blue Cross Complete of Michigan ERA,no,no,no,enrollment,no,no,no,no,bcbs,MI
15754,Blue Grass Family HealthSRRIPA,no,yes,no,no,no,no,no,no,commercial,
57115,Blue Shield of California Promise Health Plan,yes,yes,no,enrollment,no,no,no,yes,commercial,
13337,BMC HealthNet Plan,enrollment,enrollment,no,enrollment,no,no,no,yes,commercial,
J1259,BMW North America,no,yes,no,enrollment,no,yes,yes,no,workerscomp,
C1054,Boeing Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1964,Boeing Company - WC ONLY,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1801,Boise Cascade Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1870,Boler Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
BOLL1,BOLLINGER INCORPORATED,no,no,no,enrollment,no,no,no,,commercial,
66727,BONCURA HEALTH SOLUTIONS,yes,yes,no,enrollment,no,no,no,yes,commercial,
DMG01,Boncura Health Solutions,yes,yes,no,no,no,no,no,yes,commercial,IL
74238,BoonChapman Benefit Administration,yes,yes,no,enrollment,yes,no,no,yes,commercial,
UC001,Brand New Day (FFS),yes,yes,no,no,no,no,no,no,commercial,
UC002,Brand New Day Encounters ,yes,yes,no,no,no,no,no,,commercial,CA
84367,Braven Health,yes,yes,no,enrollment,no,no,no,,commercial,
52192,Bravo Health,yes,yes,no,no,yes,no,no,yes,commercial,
BRKPN,Breckpoint,yes,yes,no,no,no,no,no,,commercial,
ERA13,Brentwood Service Administrators ,no,no,no,enrollment,no,no,no,,commercial,
J2297,"Brentwood Services Administrators, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2169,"Briad Restaurant Group, LLC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1437,Bridgefield Indemnity Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
BRIDG,BridgeSpan,yes,yes,no,enrollment,yes,no,no,yes,commercial,
68054,Bridgeway Arizona,yes,yes,no,enrollment,yes,no,no,yes,commercial,AZ
BRGHT,BRIGHT HEALTHCARE,yes,yes,no,enrollment,yes,no,no,yes,commercial,
CB186,"BRIGHT HEALTHCARE ERA (Commercial claim payments for the states of AL, AZ, CO, FL, IL, OK, NC, NE, SC, and TN)",no,no,no,enrollment,yes,no,no,yes,commercial,
BRT01,"BRIGHT HEALTHCARE ERA (Medicare Advantage in AZ, CO, FL, IL, NY & Commercial IFP in CA, GA, TX, UT, and VA)",no,no,no,enrollment,no,no,no,yes,commercial,
J1764,Bristol West,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
22286,BritCay,yes,yes,no,enrollment,no,no,no,no,commercial,
C1056,Broadspire ,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
TP021,"Broadspire, a Crawford Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
51037,Brokerage Concepts,yes,yes,no,enrollment,no,no,no,yes,commercial,
J2222,Brookshire Grocery Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1445,Brotherhood Mutual Insurance ,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
BTHS1,Brown and Toland Health Services,no,yes,no,enrollment,no,no,no,no,medicare,
BTSS1,Brown and Toland Medical Group,no,yes,no,no,no,no,no,no,commercial,
94316,Brown Toland Medical Group,yes,yes,no,enrollment,no,no,no,yes,commercial,
11150,Brownyard Group Inc. (Arch Insurance),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1032,Brunswick Corporation,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
25916,BSI Companies,yes,yes,no,no,no,no,no,,commercial,
V0042,BUCKEYE ENVOLVE VISION,yes,yes,no,enrollment,no,no,no,,medicaid,OH
42,BUCKEYE OHIO MEDICAID,yes,yes,no,enrollment,yes,no,no,yes,medicaid,OH
J1501,Buffets Inc,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1968,Builders Mutual Insurance,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1435,Bunch and Associates,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2307,Burberry Ltd.,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
BCMH1,Bureau For Children With Medical Handicaps,no,yes,no,no,no,no,no,,medicaid,OH
BOPMC,Bureau of Prisons Medical Claims,yes,yes,no,no,no,no,no,,commercial,
J1033,Burlington Coat Factory Warehouse,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J4071,"BUSINESS INSURANCE GROUP, LLC",yes,yes,no,enrollment,no,yes,yes,,workerscomp,
42150,Butler Insurance,yes,yes,no,enrollment,no,no,no,yes,commercial,
12090,BYWATER,yes,yes,no,enrollment,no,no,no,,commercial,
J2305,C S A C Excess INSURANCE AUTHORITY,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
47198,CA Blue Cross,yes,yes,no,enrollment,yes,yes,no,yes,bcbs,CA
94036,CA Blue Shield,yes,yes,no,enrollment,yes,no,no,yes,bcbs,CA
ERA44,CA Casualty IND Exchange,no,no,no,enrollment,no,no,no,,,
57016,CA Medicaid,enrollment,enrollment,no,enrollment,enrollment,no,no,yes,medicaid,CA
1911,CA Medicare - J1 Legacy - Institutional,enrollment,no,no,enrollment,yes,yes,no,,medicare,CA
1111,CA Medicare Institutional,enrollment,no,no,enrollment,yes,yes,no,,medicare,CA
1102,CA Medicare North,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,CA
1192,CA Medicare South,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,CA
J1979,Caliber Holdings Corporation,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2227,California Agricultural Network SIG,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1535,California Fair Services Authority,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2228,California Healthcare Industry Program,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
CAIPA,California IPA,yes,yes,no,no,no,no,no,no,commercial,
94056,California Pacific Medical Center,yes,yes,no,enrollment,no,no,no,yes,commercial,
CALOP,CalOptima Direct,yes,yes,no,enrollment,yes,no,no,no,commercial,CA
J2182,"Cambridge Healthcare Services, LLC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1819,Cambridge Integrated Services,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
CLFM1,Camp Lejeune Family Member Program,no,yes,no,enrollment,no,no,no,yes,commercial,
J2224,Can Select Personal,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2225,Can Summit Logistics,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
71057,Cannon Cochran Management Service,yes,yes,no,no,no,no,no,yes,commercial,
J1637,Capistrano Unified School District (CA),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
23045,Capital Blue Cross,yes,yes,no,enrollment,yes,no,no,yes,bcbs,PA
24705,Capital Blue Cross  Facility PA,yes,no,no,no,no,no,no,yes,bcbs,
95112,Capital Health Plan,yes,yes,no,enrollment,yes,no,no,yes,commercial,
J1980,Capital Insurance Group WC,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
68011,Capitol Administrators,yes,yes,no,enrollment,no,no,no,yes,commercial,
J1262,Capitol Indemnity,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1809,Capitol Insurance Companies,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
CAPHP,Caprock Health Plans,yes,yes,no,no,no,no,no,yes,commercial,TX
GCVCP,CARDIOVASCULAR CARE PROVIDERS,yes,yes,no,enrollment,no,no,no,no,commercial,
77082,Care Improvement Plus,yes,yes,no,no,no,no,no,yes,commercial,
66010,Care N Care,yes,yes,no,no,yes,no,no,yes,commercial,
41222,Care To Care,yes,yes,no,no,no,no,no,no,commercial,
27004,Care Wisconsin Health Plan ,yes,yes,no,enrollment,no,no,no,yes,commercial,
11345,CareCentrix,yes,yes,no,enrollment,no,no,no,yes,commercial,
11346,CARECENTRIX CIGNA,yes,yes,no,no,no,no,no,yes,commercial,
11347,CARECENTRIX FLORIDA BLUE,yes,yes,no,no,no,no,no,,commercial,
11348,CARECENTRIX HORIZON,yes,yes,no,no,no,no,no,,commercial,
14182,CareCore National,no,yes,no,no,no,no,no,no,commercial,
14179,CareCore National LLC Aetna Radiology Claims,yes,yes,no,no,no,no,no,no,commercial,
14188,CareCore National LLC WellCare New York POS 11 Rad Claims,no,yes,no,no,no,no,no,no,commercial,
14180,"CareCore National, LLC (Oxford Radiology Claims)",no,yes,no,no,no,no,no,no,commercial,
75191,CareFirst Administrators (Charlotte),yes,yes,no,no,yes,no,no,yes,commercial,
45281,CareFirst Community Health Plan Maryland ,yes,yes,no,no,no,no,no,yes,commercial,
CARMO,Caremore,yes,yes,no,enrollment,yes,no,no,yes,commercial,
93975,CareOregon Inc,yes,yes,no,enrollment,no,yes,no,yes,commercial,
16307,CarePartners of Connecticut ,yes,yes,no,enrollment,no,no,no,,commercial,
65031,CarePlus Health Plans Inc,yes,yes,no,enrollment,yes,no,no,yes,commercial,
NCH03,CarePlus Urology - New Century Health,no,yes,no,no,no,no,no,no,commercial,
ARCS1,CARESOURCE ARKANSAS,yes,yes,no,enrollment,yes,no,no,yes,commercial,
INCS1,Caresource Indiana Inc,yes,yes,no,enrollment,yes,no,no,yes,commercial,
