"Payer ID","Payer Name","Institutional Claims","Professional Claims","Dental Claims",ERA,Eligibility,Attachments,"Workers Comp","Secondary Support","Payer Type","Payer State","Eligibility Category"
J4318,"Aquamar Holdings, Inc.- CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
ARKBS,"AR BCBS",yes,yes,no,enrollment,yes,yes,no,yes,bcbs,AR,Prime
12023,"AR Medicaid",enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,AR,Prime
ARLTC,"AR Medicaid LTC",enrollment,enrollment,no,enrollment,no,no,no,,medicaid,,
07101,"AR Medicare Part A",enrollment,no,no,enrollment,enrollment,yes,no,yes,medicare,AR,Prime
07102,"AR Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,AR,Prime
J1502,"Aramark (Bunch CareSolutions)",no,no,no,enrollment,no,yes,yes,no,workerscomp,,
16120,ARAZ,yes,yes,no,no,no,no,no,yes,commercial,,
CXARC,"ARC Administrators",yes,yes,no,enrollment,no,no,no,,,,
37105,"Arcadia Healthcare Solutions",yes,yes,no,enrollment,no,no,no,yes,commercial,,
36364,"ARCADIA HEALTHCARE SOLUTIONS - NPA",yes,yes,no,enrollment,no,no,no,yes,commercial,,
59266,"Arcbest Corporation",no,no,no,enrollment,no,no,no,no,commercial,,
R3495,"ARCHCARE SENIOR LIFE",yes,yes,no,enrollment,no,no,no,,,,
J1735,"Archer Daniels Midland Company",no,no,no,enrollment,no,yes,yes,no,workerscomp,,
J3977,"ARCMI Claims Management",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2344,"Ardagh Group",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1944,"Areas USA, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1420,"Argent (Subsidiary of West Bend but this route is Argent only)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
19801,"Argonaut Claims Services",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
ARGUS,"Argus Dental Plans",yes,yes,no,no,no,no,no,no,commercial,,
39185,"Arise Health Plan",no,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
27154,"Arizona Priority Care Plus",yes,yes,no,enrollment,no,no,no,yes,commercial,AZ,
J4395,"Arizona School Alliance",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2142,"Arkansas Best",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
63240,"ARM, Ltd",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J2245,"Armour Risk",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1564,Arrowpoint,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4525,"ARTISAN DESIGN GROUP, LLC",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
06603,"ASA GEHA",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
R3458,"ASCENSION LIVING PACE MICHIGAN",yes,yes,no,no,no,no,no,,commercial,,
AAMG1,"Asian American Medical Group",yes,yes,no,enrollment,no,no,no,yes,commercial,,
C1111,"ASMI Auto Insurance Company - EXCEPT NEW JERSEY",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4626,"Aspen Skiing Company - CORVEL",no,yes,no,enrollment,no,yes,yes,,workerscomp,,
46156,"Aspire Health Plan",yes,yes,no,enrollment,no,no,no,yes,commercial,,
36483,"ASPIRUS MEDICARE ADVANTAGE",yes,yes,no,enrollment,no,no,no,yes,commercial,,
38265,ASR,yes,yes,no,enrollment,no,no,no,yes,commercial,,
ASRM1,"ASRM CORP (NJ)",yes,yes,no,enrollment,no,no,no,yes,commercial,,
IHS14,"ASSERTA HEALTH",yes,yes,no,no,no,no,no,,,,
J4083,"Assigned Risk Management - See note for full list of states",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4398,"Assoc Of Univ For Research In Astronomy Inc - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
MPM44,"Associated Hispanic Physicians of Southern California",yes,yes,no,enrollment,no,no,no,yes,commercial,CA,
J2268,"Associated Industries Of Massachusetts",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
36326,"Associates for Health Care, Inc. (AHC)",yes,yes,no,no,no,no,no,yes,commercial,,
J1254,"Association Casualty Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1869,"Association County Commissioners of Georgia (ACCG)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2230,"Association Of Ca Water Agencies JPA",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
C1134,"Assurance America",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
C1034,"Assurance Company of America (Commercial Only)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
C1121,Assurant,yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
75068,"Assurant Health Self Funded",yes,yes,no,enrollment,no,no,no,yes,commercial,,
37323,"Assurant MiniMedKey Family",yes,yes,no,enrollment,no,no,no,yes,commercial,,
74240,"Assured Benefits Administrators",yes,yes,no,enrollment,no,no,no,yes,commercial,,
84320,"Astiva Health",yes,yes,no,no,no,no,no,,commercial,,
88875,"Astiva Health Encounters",yes,yes,no,no,no,no,no,,commercial,,
ERA46,"ASU Group",no,no,no,enrollment,no,no,no,,,,
93221,"Asuris Northwest Health",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J2096,"Athens - ABF Freight Systems, Inc",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2098,"Athens - American Apparel, Inc (DOI prior to 7/14/16)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2100,"Athens - Angelus Block",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2249,"Athens - Bal Seal Engineering",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2101,"Athens - Bay Area Housing Authority Risk Management",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2240,"Athens - Bridgepoint Educational",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2102,"Athens - Central County Fire Department",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2103,"Athens - Children's Hospital Los Angeles",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2104,"Athens - City of Beverly Hills",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2107,"Athens - City of Vernon",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2108,"Athens - County of Solano",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2241,"Athens - Diocese Of San Jose",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2109,"Athens - East Bay Municipal Utility District",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2110,"Athens - East Bay Regional Parks District",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2112,"Athens - FASIS",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2250,"Athens - Gar Laboratories Inc",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2113,"Athens - Golden Gate Bridge Highway & Transportation",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2114,"Athens - Goodwill Industries (San Francisco, San Mateo, Marin Counties)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2335,"Athens - H&S Venture",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2256,"Athens - Hiig-Ca Imperium",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2115,"Athens - Household Industries Self Insured Group",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2247,"Athens - Imperium Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2116,"Athens - Kings Seafood Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2117,"Athens - KPC Healthcare",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2118,"Athens - Long Beach Public Transportation Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2251,"Athens - NAHCI And Clients",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2120,"Athens - Orora North American",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2253,"Athens - Palomar Health",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2121,"Athens - Placentia-Yorba Linda Unified School Disctrict",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2122,"Athens - Presbyterian Intercommunity Hospital PIH",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2126,"Athens - Sony Corporation of America",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2128,"Athens - Temecula Valley Unified School District",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2129,"Athens - The Conco Companies - ARCH WC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2131,"Athens - The Permanente Medical Group, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2132,"Athens - Vintage Senior Living",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1914,"Athens Administrators",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
22285,"Atlantic Medical Insurance",yes,yes,no,enrollment,no,no,no,yes,commercial,,
ATRIO,"Atrio Health Plans",yes,yes,no,enrollment,yes,no,no,yes,commercial,OR,Prime
AUDIO,"AUDIONET - NATIONAL ELEVATOR",no,yes,no,no,no,no,no,yes,commercial,,
J1682,"Austin Mutual Ins",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
CMSEB,"Austin Regional Clinic Employee Benefit Plan",yes,yes,no,no,no,no,no,no,commercial,,
C1135,"Auto Club Mapfre Ins Co (ACMIC)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
ERA08,"AUTO OWNERS",no,no,no,enrollment,no,no,no,,,,
J1556,"Auto-Owners Insurance Company",yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,,
J1596,"Auto-Owners Life Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1580,"Auto-Owners \ Home-Owners Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1583,"Auto-Owners \ Owners Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1699,"Auto-Owners \ Property-Owners Insurance Co",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1688,"Auto-Owners \ Southern-Owners Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
38259,"Automated Benefit Services",yes,yes,no,enrollment,yes,no,no,yes,commercial,,"Non Prime"
J1861,"Automobile Dealers Insurance Company Inc",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
AUX01,Auxiant,yes,yes,no,enrollment,no,no,no,no,commercial,,
AVA03,"AVALON HEALTHCARE SOLUTIONS CAPITAL BLUE CROSS",no,yes,no,enrollment,no,no,no,yes,commercial,,
AVA02,"AVALON HEALTHCARE SOLUTIONS NORTH CAROLINA",no,yes,no,enrollment,no,no,no,yes,commercial,NC,
AVA01,"AVALON HEALTHCARE SOLUTIONS SOUTH CAROLINA",no,yes,no,enrollment,no,no,no,yes,commercial,SC,
AVA04,"AVALON HEALTHCARE SOLUTIONS VERMONT",no,yes,no,enrollment,no,no,no,,commercial,VT,
46045,"Avera Health Plans",yes,yes,no,no,no,no,no,yes,commercial,,
87098,"Avesis Third Party Administrator",no,yes,no,enrollment,no,no,no,yes,commercial,,
J4401,"AVG Partners - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
C1122,AVIS,yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4223,"Avis Rent a Car - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1415,Avizent,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
59274,"AvMed Inc",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J4519,"AVOCADO GREEN BRANDS LLC",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
AXM01,AXMINSTER,yes,yes,no,enrollment,no,no,no,yes,commercial,CA,
J1018,"Ayers Trucking",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
53589,"AZ Blue Cross",yes,yes,no,enrollment,yes,no,no,yes,bcbs,AZ,Prime
AZMCD,"AZ Medicaid",yes,yes,no,enrollment,yes,enrollment,no,yes,medicaid,AZ,"Non Prime"
03101,"AZ Medicare Part A",enrollment,no,no,enrollment,enrollment,yes,no,yes,medicare,AZ,Prime
03102,"AZ Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,AZ,Prime
J3773,"Azz Inc.",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
ERA48,"BABB Insurance",no,no,no,enrollment,no,no,no,,,,
J4620,"BAE Systems, Inc. - CORVEL",no,yes,no,enrollment,no,yes,yes,,workerscomp,,
BKRFM,"Bakersfield Family Medical Cente",yes,yes,no,no,no,no,no,yes,commercial,,
BCTF1,"Bakery and Confectionery Union and Industry International Health Benefits Fund",yes,yes,no,no,no,no,no,yes,commercial,,
J3844,"Balance Staffing Workforce",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2301,"Baldwin & Lyons, Inc. (Previous Name Protective Insurance Co)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4022,"Baldwin County",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4209,"Ballad Health Corp",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
ERA04,"BANKERS FIDELITY ASSURANCE COMPANY",no,no,no,enrollment,no,no,no,,,,
61239,"Bankers Fidelity Life Insurance Company",no,no,no,enrollment,no,no,no,yes,commercial,,
36066,"Bankers Life & Casualty",no,no,no,enrollment,no,no,no,yes,,,
J3811,"Banner Health - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
67895,"Banner Health and Aetna Health Insurance Company",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
12X42,"Banner Health Network",yes,yes,no,enrollment,no,no,no,yes,commercial,,
84324,"Banner Medicare Advantage Plus PPO",yes,yes,no,enrollment,no,no,no,yes,commercial,MA,
84323,"Banner Medicare Advantage Prime HMO",yes,yes,no,enrollment,no,no,no,yes,commercial,MA,
66901,"Banner UFC ALTCS",yes,yes,no,enrollment,no,no,no,yes,commercial,AZ,
65026,"Baptist Health South Florida",no,yes,no,no,no,no,no,no,commercial,,
J2164,"Baptist Healthcare Systems, Inc (KY ONLY)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2334,"Bardavon Health Innovations",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3818,"Barker Claim Services",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1503,"Barnes (Bunch CareSolutions)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1686,"Barrett Business Services Inc (BBSI)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1770,"BART - San Francisco Bay Area Rapid Transit",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4444,"BASF Corporation - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3732,"Bashas Corporate Offices - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
84041,"Basil Castrovinci Associates",yes,yes,no,no,no,no,no,yes,commercial,,
ERA51,"BASIS - Babb Absence and Safety Integrated Services",no,no,no,enrollment,no,no,no,,,,
37248,"Bass Administrators Inc",no,no,no,enrollment,no,no,no,no,commercial,,
38238,"Bass Administrators, Inc.",yes,yes,no,enrollment,no,no,no,no,commercial,,
J1958,"Bass Pro Group, LLC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3305,"Bauman Workers' Compensation Loss Fund Account - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
NMM11,"Bay Area Care Partners",yes,yes,no,no,no,no,no,,,,
06941,"Bay Bridge Administrators, LLC",yes,yes,no,no,no,no,no,no,commercial,,
J4465,"Bay County, Department of Water & Sewer",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1978,"Bay District Schools (Fl)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
81079,"BAYCARE SELECT HEALTH PLANS INCORPORATED",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J1995,"Bb&T Corporation (Branch Banking & Trust)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4408,"BBQ Holdings, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
5477C,"BCBS - PA Central Highmark",enrollment,no,no,enrollment,yes,no,no,,bcbs,PA,Prime
5477W,"BCBS - PA Western Highmark",enrollment,no,yes,enrollment,yes,no,no,,bcbs,,Prime
66006,"BCBS Medicare Advantage (TX,IL,NM,OK,MT)",yes,yes,no,enrollment,yes,no,no,yes,bcbs,"TX,IL,NM,OK,MT",Prime
SX168,"BCBS PA BlueCard - Point of Service POS - Highmark",no,enrollment,no,enrollment,yes,no,no,yes,bcbs,PA,Prime
SB965,"BCBS US Virgin Islands",enrollment,enrollment,no,enrollment,no,no,no,yes,bcbs,USVI,
RP105,"BCBSAZ ACA Standard Health With Health Choice",yes,yes,no,no,no,no,no,yes,commercial,AZ,
00726,"BCBSMN BLUE PLUS MEDICAID (00726)",yes,yes,no,enrollment,yes,yes,no,yes,medicaid,MN,Prime
44443,"BCS Insurance Company",yes,yes,no,no,no,no,no,,,,
43324,"Beacon Health Strategies",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J3318,"Beacon Insurance Company Of America",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1234,"Beacon Mutual Insurance Company BMIC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
65432,"Beacon of Life (AcuteCare)",yes,yes,no,no,no,no,no,,commercial,,
J1030,"Bealls Inc / Midwest Employers",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
45964,"Beaver Medical Group",yes,yes,no,enrollment,no,no,no,,commercial,,
J2167,"Bed Bath & Beyond",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3980,"Bedding Acquisition, LLC - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
63100,"Behavioral Health Systems",yes,yes,no,no,no,no,no,yes,commercial,,
J4023,"Belfor USA LTD INC",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2168,"Belk, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
MPM10,"Bella Vista Medical Group, Inc",no,yes,no,no,no,no,no,,commercial,,
99320,"Benefit  Risk Management Services",yes,yes,no,enrollment,no,no,no,yes,commercial,,
88055,"Benefit Admin Services",no,yes,no,no,no,no,no,yes,commercial,,
41205,"BENEFIT ADMINISTRATION SERVICES",yes,yes,no,enrollment,no,no,no,no,commercial,,
81140,"Benefit Assistance Corporation",no,no,no,enrollment,no,no,no,,,,
25145,"Benefit Coordinators Corporation",no,no,no,enrollment,no,no,no,yes,commercial,,
48611,"Benefit Management Inc",no,no,no,enrollment,no,no,no,yes,commercial,,
ERA49,"Benefit Plan Administration of Wisconsin, Inc.",no,no,no,enrollment,no,no,no,,commercial,,
19753,"Benefit Plan Administrators",yes,yes,no,enrollment,no,no,no,yes,commercial,,
39081,"Benefit Plan Administrators Co. Eau Claire, WI",no,no,no,enrollment,no,no,no,yes,commercial,,
BPS77,"Benefit Plan Services",yes,yes,no,enrollment,no,no,no,,commercial,,
40459,"Benefit Support Inc",yes,yes,no,no,no,no,no,,,,
36342,"Benefit Systems Services Inc BS",yes,yes,no,enrollment,no,no,no,yes,commercial,,
BMX01,"Benemax, Inc.",no,no,no,enrollment,no,no,no,,,,
J4251,"Benetech - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
76255,Benveo,yes,yes,no,no,no,no,no,,commercial,,
J3997,"Bergen Risk",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4429,"Berger Transfer & Storage, Inc - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2203,"Berkeley Unified School District",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2190,"Berkley Agribusiness Risk Specialists",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4325,"Berkley Enterprise Risk Solutions (BERS)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4475,"Berkley Entertainment",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1524,"Berkley Industrial Comp (previously American Mining Insurance Group, LLC)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4565,"Berkley Life Sciences",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3863,"Berkley Mid-Atlantic Group",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2192,"Berkley National Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3902,"Berkley National Insurance Company - DOI prior to 10/31/2018",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1523,"Berkley Net Underwriters, LLC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4411,"Berkley Oil and Gas",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2194,"Berkley Regional Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3901,"Berkley Regional Insurance Company - DOI prior to 10/31/2018",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1526,"Berkley Risk Administrators Company, LLC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2145,"Berkley Southeast Insurance Group (BSIG)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
TP019,"Berkley Specialty Underwriters",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4566,"Berkley Technology Underwriters",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1975,"Berkshire Hathaway Direct Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
20044,"Berkshire Hathaway Homestate Companies (BHHC)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
23243,"Berkshire Health Partners PPO Wyomissing PA IHS Gateway Payer",yes,yes,no,no,no,no,no,yes,commercial,WY,
10956,"Berkshire Intergroup",yes,yes,no,no,no,no,no,yes,commercial,,
95606,"Berkshire Lehigh Partners",yes,yes,no,no,no,no,no,yes,commercial,,
J1031,"Berwind Corporation",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
95604,"Best Life Health Insurance Co",yes,yes,no,enrollment,no,no,no,no,commercial,,
J4357,"Beta Healthcare (Formerly Alpha Fund Ins Group)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
NMM06,"Beverly Alianza IPA",yes,yes,no,enrollment,no,no,no,,commercial,,
J2349,BI-Mart,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
BSHS1,"Bienvivir Senior Health",yes,yes,no,no,no,no,no,no,commercial,,
J1738,"Big 5 Corp",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4152,"Big Lots",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2262,"Big Spring ISD",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1691,"Bituminous Fire and Marine",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1579,"Bituminous Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4508,"BLOCK & COMPANY INC REALTORS",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
BV001,"Block Vision",no,no,no,enrollment,no,no,no,yes,commercial,,
J3725,"Bloomin' Brands Inc - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
77078,"Blue Cross Blue Shield of Arizona Advantage",yes,yes,no,enrollment,no,no,no,yes,commercial,AZ,
